"","datetime","city","country","shape"
"84271",2005-09-20,"lithia springs","us","changing"
"45182",2010-04-07,"new tazewell","us","cigar"
"7660",2008-10-07,"alpharetta","us","circle"
"85350",1998-09-23,"scottsdale","us","fireball"
"67711",2013-07-30,"keswick (canada)","ca","flash"
"13766",2012-11-22,"sandy","","other"
"72821",2003-08-13,"biesenthal (germany)","de","triangle"
"30082",2008-02-17,"paramus/oradell/haworth","","cylinder"
"73172",2008-08-14,"bakersfield (40 miles north of)","us","unknown"
"28986",2006-02-12,"perth (australia)","au","disk"
"83489",2011-09-17,"lake in the hills","us","triangle"
"47475",2011-05-16,"fullerton","us","fireball"
"47980",2012-05-19,"fremont","us","fireball"
"41997",2014-04-19,"portage lakes","us","oval"
"5827",2004-10-29,"wevershoof (netherlands)","","circle"
"83794",1999-09-19,"santa barbara","us","disk"
"54422",1992-06-15,"river falls","us","triangle"
"82317",2005-09-14,"carthage","us","flash"
"53341",1999-06-12,"shrewsbury","us","other"
"40503",2008-04-13,"bowling green","us","disk"
"69237",2011-07-04,"forks","us","fireball"
"48231",2012-05-20,"suwanee","us","light"
"54685",2002-06-15,"oak creek","us","triangle"
"74454",2001-08-17,"dubois","us","triangle"
"12543",2012-01-01,"folly beach","us","cylinder"
"34739",2001-03-14,"lawrenceville","us","egg"
"71448",2013-08-10,"monticello","us","teardrop"
"62820",1965-07-15,"sistersville","us","fireball"
"58341",2010-06-29,"forest (canada)","ca","circle"
"78256",2004-08-30,"fresno","us","disk"
"80395",2003-08-09,"sydney (nsw&#44 australia)","au","disk"
"79557",2005-08-06,"dickinson","us","cigar"
"18774",2005-12-10,"eugene","us","circle"
"32079",2014-02-27,"churchton","us","circle"
"32091",2014-02-27,"springfield","us","circle"
"42267",1967-04-21,"stamford","us","cylinder"
"47796",2012-05-18,"bayshore","","disk"
"13948",2008-11-23,"dallas","us","light"
"40583",2014-04-13,"warren","us","other"
"33156",1999-02-08,"rawalpindi (pakistan)","","sphere"
"72343",1993-08-12,"pembroke pines","us","sphere"
"75706",2004-08-21,"vienna","us","diamond"
"21423",2009-12-20,"carlsbad","us","light"
"82537",1970-09-15,"deer creek","us","diamond"
"10293",1973-11-15,"new york city (manhattan)","us","disk"
"88862",2013-09-09,"clarksville","us","fireball"
"27063",2009-01-03,"lake george","us","formation"
"4503",2007-10-23,"londonderry","us","light"
"41002",2001-04-15,"lewisburg","us","light"
"7318",2013-10-05,"milton","","triangle"
"46308",2012-05-01,"prague (czech republic)","","unknown"
"54674",2001-06-15,"cutler","us","circle"
"77323",2007-08-26,"chicago","us","diamond"
"35595",2008-03-17,"glendale","us","disk"
"73579",1991-08-15,"marquette","us","egg"
"12555",2013-01-01,"quebradillaa (puerto rico)","","formation"
"1098",1997-10-12,"huntington beach","us","sphere"
"41129",2009-04-15,"encinitas","us","sphere"
"6576",2010-10-31,"northridge","us","triangle"
"24002",2011-12-31,"el cerrito","us","triangle"
"78835",2008-08-03,"winfield","us","triangle"
"3487",2000-10-20,"lansing","us","unknown"
"3832",2006-10-21,"tucson","us","unknown"
"76408",1996-08-23,"carlisle (canada)","","unknown"
"27376",2000-01-05,"caseyville","us","other"
"4300",2010-10-22,"atlanta","us","disk"
"12782",1999-11-20,"austin","us","formation"
"72212",2008-08-01,"bennett","us","other"
"15987",2005-01-14,"new braunfels","us","oval"
"41132",2009-04-15,"newark","us","triangle"
"59379",2011-06-03,"cuba","us","sphere"
"74635",2013-08-17,"phoenixville","us","unknown"
"3221",2002-10-19,"story city","us","triangle"
"23401",2013-12-28,"rocky mount","us","changing"
"44673",1971-04-05,"talladega","us","disk"
"37493",2008-03-27,"fort atkinson","us","formation"
"12714",2014-01-01,"spokane","us","light"
"27329",2014-01-04,"crossville","us","light"
"66333",2006-07-25,"fort lauderdale","us","light"
"3347",2012-10-19,"tacoma","us","oval"
"13307",NA,"richfield","us","oval"
"50565",2013-05-04,"aurora","us","triangle"
"80340",1993-08-09,"westminster","us","triangle"
"19357",2006-01-21,"pe ell","us","unknown"
"68408",1978-07-04,"allentown","us","disk"
"43778",1995-04-28,"flagstaff (coconino national forest area)","us","triangle"
"30737",2004-02-21,"portland","us","unknown"
"43359",2010-04-25,"kaufman","us","fireball"
"71410",2012-08-10,"rancho santa margarita","us","circle"
"71435",2013-08-10,"cochin (india)","","circle"
"71450",2013-08-10,"beech creek","us","circle"
"4093",2010-10-02,"galena","us","triangle"
"9369",2009-11-01,"corpus christi","us","unknown"
"24051",2011-12-31,"taipei (taiwan)","","unknown"
"71406",2012-08-10,"santa barbara","us","circle"
"1166",2004-10-12,"fort morgan","us","sphere"
"3845",2007-10-21,"elk grove","us","sphere"
"38856",2008-03-06,"belmont","us","fireball"
"66406",2009-07-25,"indianapolis","us","disk"
"37964",2005-03-30,"kingsport","us","cigar"
"2499",1947-10-16,"pereira (colombia)","","circle"
"9434",2011-11-01,"denham springs","us","circle"
"12634",2014-01-01,"taos","us","circle"
"14806",2000-11-28,"eugene","us","circle"
"27692",2013-01-06,"grand cayman island","","circle"
"73191",2009-08-14,"red lodge","us","circle"
"11543",2004-11-18,"aiken","us","cylinder"
"68627",2004-07-04,"tucson","us","cylinder"
"49374",2012-05-26,"springfield","us","fireball"
"37417",1997-03-27,"carlisle","us","formation"
"42373",2008-04-21,"phoenix (north of)","us","formation"
"6177",2011-10-30,"sydney (australia)","au","light"
"7373",2002-10-06,"moscow (russia)","","light"
"14009",2013-11-23,"pinole","us","light"
"14705",2007-11-27,"rabun gap","","light"
"14857",2003-11-28,"clifton","","light"
"33122",2014-02-07,"laconia","us","light"
"33463",2012-02-09,"troy","us","light"
"72034",NA,"provincetown (cape cod)","us","light"
"78228",2003-08-30,"alhambra","us","light"
"80919",2001-09-11,"new york","us","light"
"83375",2005-09-17,"federal way","us","light"
"30813",2012-02-21,"jackson","us","other"
"57381",1987-06-25,"pahrump","us","other"
"70095",2007-07-06,"portland","us","other"
"70100",2007-07-06,"vancouver (canada)","ca","other"
"74786",2007-08-18,"rancho cucamonga","us","oval"
"13076",2008-11-21,"kingman","us","rectangle"
"26780",1979-01-31,"houston","us","rectangle"
"88273",2007-09-07,"voluntown","us","rectangle"
"8845",2007-11-11,"cut bank","us","sphere"
"72929",2010-08-13,"northfield falls","us","sphere"
"12501",2012-01-01,"south jordan","us","triangle"
"34596",2006-03-13,"new york city (manhattan)","us","triangle"
"50303",2005-05-03,"japan","","triangle"
"8980",1978-11-01,"culloden","us","unknown"
"13715",2009-11-22,"coatesville","us","unknown"
"44389",2005-04-03,"soddy daisy","","unknown"
"56997",2007-06-23,"greeneville","us","unknown"
"78090",2011-08-29,"elizabethton","us","unknown"
"87548",2004-09-04,"garden grove","us","unknown"
"53503",1987-06-13,"cedarburg","us","formation"
"23790",1998-12-31,"cherry hill","us","light"
"59611",2000-06-05,"manchester (uk/england)","gb","other"
"83970",2009-09-19,"harrisonburg","us","disk"
"66048",2005-07-24,"fort dodge","us","triangle"
"66028",2003-07-24,"milton (north of) (canada)","ca","unknown"
"37152",2005-03-25,"england (west coast)","","sphere"
"13840",1999-11-23,"petaluma","us","light"
"45551",2011-04-09,"buffalo","us","circle"
"27648",2011-01-06,"murrieta","us","fireball"
"69791",2006-07-05,"lewisburg","us","teardrop"
"66013",2001-07-24,"hamilton (canada)","ca","disk"
"81388",2000-09-01,"channing/littlefield (385 between)","","changing"
"58442",1952-06-30,"barksdale afb (shreveport)","",""
"42745",2008-04-22,"new smyrna beach","us","sphere"
"86338",2006-09-27,"flatwoods","us","disk"
"87504",1999-09-04,"nashville","us","light"
"84046",2009-09-19,"brogue","us","light"
"79835",2006-08-07,"philadelphia","us","other"
"19508",2012-01-21,"chelan","us","disk"
"46992",1985-05-15,"watson lake (canada)","ca","disk"
"68673",2005-07-04,"freeport","us","disk"
"3087",2008-10-18,"culpeper","us","formation"
"20446",2013-12-15,"austin","us","light"
"53646",2010-06-13,"yuma","us","triangle"
"65176",2009-07-21,"morley (uk/england)","gb","flash"
"22566",2013-12-24,"columbia city","us","cylinder"
"81281",1993-09-01,"lackawanna (suburb of buffalo)","us","triangle"
"81006",2005-09-11,"clovis","us","light"
"37101",1995-03-25,"grover beach","us",""
"40534",2011-04-13,"laporte","us","cigar"
"49302",2006-05-26,"scottsdale","us","cigar"
"25495",2008-12-06,"rialto","us","circle"
"69920",2012-07-05,"forest park (cincinnati)","us","circle"
"83420",2007-09-17,"watertown","us","disk"
"8502",2002-11-10,"southmore&#44 oxforshire (uk/england)","","light"
"52807",1994-06-01,"south yarmouth","us","light"
"68164",2010-07-03,"port angeles","us","light"
"73214",2010-08-14,"newport","us","light"
"52319",1975-06-01,"kennett square","us","other"
"77843",2010-08-28,"los angeles","us","other"
"77696",1998-08-28,"minneapolis","us","sphere"
"50622",1988-05-05,"virginia beach","us","unknown"
"67258",1997-07-29,"north delta municipality&#44 b.c. (canada)","","unknown"
"18514",2001-01-20,"fleetwood (uk/england)","gb","circle"
"57048",2011-06-23,"wethersfield","us","changing"
"47648",1979-05-18,"bradford","us","circle"
"86285",2001-09-27,"arches national park","","disk"
"85308",2013-09-22,"carmichael","us","formation"
"31255",2014-02-22,"beaverton","us","light"
"59278",2000-06-03,"bluewater village","","oval"
"63125",1994-07-15,"las vegas","us","triangle"
"42052",2000-04-20,"ainaro (east timor)","","unknown"
"68598",2002-07-04,"vista","us","unknown"
"12590",2013-01-01,"kalaloch","us","light"
"64632",2012-07-19,"portland","us","circle"
"71749",2012-08-11,"kuna","us","circle"
"14945",2008-11-28,"tecumseh (canada)","ca","diamond"
"3717",2012-10-20,"jackson","us","fireball"
"22572",2013-12-24,"port kennedy","","light"
"34139",2011-03-01,"conshohocken","us","other"
"27077",2009-01-03,"east norwich","us","oval"
"13135",2013-11-21,"boise","us","unknown"
"85699",2010-09-24,"roy","us","unknown"
"5586",2004-10-28,"ridgecrest/china lake","","egg"
"27172",2001-01-04,"beeville","us","flash"
"6409",2004-10-31,"tinley park","us","light"
"8464",1998-11-10,"norman","us","sphere"
"61143",2007-07-11,"maple shade","us","triangle"
"87235",1972-09-03,"mayaguez (puerto rico)","us","oval"
"69526",2013-07-04,"castle pines","us","triangle"
"3247",2005-10-19,"colwyn bay (uk/wales&#44 north country)","gb","other"
"17330",2003-01-17,"panorama city","us","circle"
"48966",2005-05-24,"cape girardeau","us","egg"
"74413",1990-08-17,"el dorado hills","us","unknown"
"52941",NA,"elma","us","disk"
"31197",2011-02-22,"cody","us","light"
"76564",2010-08-23,"tracadie sheila (canada)","","triangle"
"82216",2013-09-13,"roswell","us","circle"
"16192",2013-11-04,"napa","us","circle"
"40718",2010-04-14,"paparoa (new zealand)","","light"
"3608",2007-10-20,"hayward","us","light"
"59154",2010-06-30,"rochester hill","","light"
"57286",2010-06-24,"redding","us","light"
"7515",2012-10-06,"","",""
"8731",1995-11-11,"kirkland","us",""
"14612",1997-11-27,"","",""
"23144",2007-12-27,"","",""
"31307",2001-02-23,"","",""
"32271",1996-02-29,"redmond","us",""
"14565",2012-11-26,"auburn","us","changing"
"14626",1999-11-27,"urbana","us","changing"
"14631",1999-11-27,"watkinsville","us","changing"
"14647",2002-11-27,"san francisco","us","changing"
"14885",2006-11-28,"hyden","us","changing"
"14896",2006-11-28,"vancouver","us","changing"
"26268",2012-12-08,"spokane valley","us","changing"
"26269",2012-12-08,"spokane valley","us","changing"
"48741",2012-05-22,"saratoga springs","us","changing"
"51174",2011-05-07,"phoenix","us","changing"
"36713",2012-03-22,"las vegas","us","cigar"
"1819",2011-10-14,"corcoran","us","circle"
"4277",2008-10-22,"granbury","us","circle"
"12511",2012-01-01,"belgrade","us","circle"
"18857",2010-12-10,"rice lake","us","circle"
"23697",2008-12-30,"cabo rojo (puerto rico)","","circle"
"54643",2000-06-15,"brumunddal (norway)","","circle"
"58707",1981-06-30,"huntsville","us","circle"
"67449",2013-07-29,"wildwood crest","us","circle"
"72684",2012-08-12,"red bay (canada)","ca","circle"
"75464",2006-08-20,"redding","us","circle"
"75469",2006-08-20,"twin lakes","us","circle"
"81205",1978-09-01,"san francisco","us","circle"
"61827",2012-07-01,"ephrata","us","cone"
"86746",2001-09-29,"new york city (bronx)","us","cone"
"47607",2009-05-17,"carlsbad","us","cylinder"
"45127",2006-04-07,"melbourne (australia)","au","disk"
"54349",1985-06-15,"seward","us","disk"
"58073",2003-06-28,"new york city (queens)","us","disk"
"58685",1978-06-30,"taylor","us","disk"
"58689",1978-06-30,"griffin","us","disk"
"54385",1989-06-15,"grassmere (canada)","","egg"
"10918",1999-11-16,"chicago","us","fireball"
"14514",2007-11-26,"buena park","us","fireball"
"35368",2006-03-16,"peoria","us","fireball"
"69050",2010-07-04,"mentor","us","fireball"
"69435",2012-07-04,"lynnwood","us","fireball"
"4597",2012-10-23,"southampton","","formation"
"31579",2011-02-24,"rapla (estonia)","","formation"
"2259",2002-10-15,"albrightsville","us","light"
"2885",2009-10-17,"juno beach","us","light"
"10661",2011-11-15,"oroville","us","light"
"11234",2000-11-17,"astoria","us","light"
"14013",2013-11-23,"lake wylie","us","light"
"24785",2008-01-24,"north riverside","us","light"
"28979",2005-02-12,"almont","us","light"
"33063",2007-02-07,"charleston","us","light"
"37364",2011-03-26,"seward","us","light"
"50641",1997-05-05,"austin","us","light"
"51299",2008-05-08,"bremerton","us","light"
"56170",2012-06-20,"waterloo (canada)","ca","light"
"66866",2008-07-27,"fallen timber area (canada)","","light"
"67182",2011-07-28,"la habra","us","light"
"67527",2000-07-30,"bellingham","us","light"
"68856",2009-07-04,"algonquin","us","light"
"68871",2009-07-04,"milford","us","light"
"72159",2005-08-01,"surrey (canada)","ca","light"
"76736",2004-08-24,"springview","us","light"
"79505",2001-08-06,"albert lea","us","light"
"81327",1999-09-01,"cleveland","us","light"
"1374",2000-10-13,"wichita","us","other"
"6934",2002-10-04,"pueblo west","us","other"
"15388",2012-11-30,"schenectady","us","other"
"23035",2012-12-26,"the dalles","us","other"
"39429",2007-03-09,"tempe","us","other"
"53015",1999-06-01,"maldon (uk/england)","gb","other"
"58088",2005-06-28,"stockbridge","us","other"
"60907",2008-07-10,"lanzarote (canary islands)","","other"
"75352",2000-08-20,"maybrook","us","other"
"83011",2012-09-15,"medford","us","other"
"86743",2001-09-29,"las vegas","us","other"
"3368",2013-10-19,"prescott","us","oval"
"52034",1958-06-01,"san francisco","us","oval"
"63612",2011-07-15,"san jose de ocoa (dominican republic)","","oval"
"87710",1960-09-05,"buffalo","us","oval"
"87787",2003-09-05,"san diego","us","oval"
"25456",2006-12-06,"tampa","us","rectangle"
"13607",2001-11-22,"los angeles","us","sphere"
"50830",2013-05-05,"auburn","us","sphere"
"52657",1988-06-01,"albuquerque","us","sphere"
"65418",2010-07-02,"elgin","us","sphere"
"53606",2007-06-13,"marshall","us","teardrop"
"9829",2001-11-13,"san diego","us","triangle"
"37638",2006-03-28,"wayne","us","triangle"
"54430",1992-06-15,"brampton (canada)","ca","triangle"
"67249",1981-07-29,"vinton","us","triangle"
"75710",2004-08-21,"hawthorn woods","us","triangle"
"4982",2007-10-25,"tinker afb","","unknown"
"31613",1942-02-25,"los angeles","us","unknown"
"56129",2010-06-20,"winder","us","unknown"
"57810",2012-06-26,"patrick county","","unknown"
"82078",2004-09-13,"harleysville","us","unknown"
"82909",2006-09-15,"geneva","us","unknown"
"58059",2003-06-28,"albuquerque","us","circle"
"18328",2011-01-19,"tampa","us","triangle"
"75742",2004-08-21,"orland park","us","light"
"88132",2013-09-06,"urbana","us","triangle"
"14841",2002-11-28,"santa cruz","us","changing"
"77437",1982-08-27,"southwest harbor","us","cylinder"
"53929",1950-06-15,"bonifay (near)","us","disk"
"68400",1977-07-04,"happy","us","diamond"
"52692",1990-06-01,"greenville","us","disk"
"53274",2013-06-01,"sacramento","us","unknown"
"41311",2007-04-16,"kannapolis","us","disk"
"21562",2007-12-21,"houston","us","flash"
"71471",2013-08-10,"auburn","us","light"
"79142",2011-08-04,"kingman","us","light"
"42021",1982-04-20,"brisbane (qld&#44 australia)","au","light"
"88166",1999-09-07,"salem","us","other"
"47765",2009-05-18,"harleysville","us","triangle"
"69031",2010-07-04,"montrose","us","fireball"
"76544",2009-08-23,"santa rosa","us","fireball"
"75161",2011-08-19,"maple valley","us","other"
"54554",1997-06-15,"columbus","us","triangle"
"34501",1998-03-13,"caribbean sea (u.s. navy ship)","","formation"
"13068",2008-11-21,"crystal springs","us","light"
"29189",2009-02-13,"oak hill","us","light"
"36568",2014-03-02,"elizabeth","us","triangle"
"38279",2000-03-03,"boone","us","oval"
"29127",2004-02-13,"sterling heights","us","light"
"29218",2012-02-13,"rapid city","us","triangle"
"58701",1980-06-30,"hollister","us","disk"
"83981",2009-09-19,"wrightsville beach","us","disk"
"39604",2004-04-10,"langley (canada)","ca","other"
"74138",1945-08-16,"san antonio","us","oval"
"64398",2012-07-18,"holden beach","us","formation"
"29312",2003-02-14,"baltimore","us","cigar"
"4304",2010-10-22,"catawba","us","other"
"4827",2012-10-24,"sunset beach","us","other"
"31852",2009-02-26,"san pablo bay (on napa river)","","egg"
"912",2006-10-01,"hartsel","us","fireball"
"8394",2012-01-10,"de leon","us","formation"
"14102",2005-11-24,"burlington","us","formation"
"3294",2008-10-19,"philadelphia/baltimore (between)","","light"
"17090",2010-11-06,"marceline","us","light"
"19935",2012-12-13,"richmond","us","light"
"83237",2010-09-16,"bouse","us","other"
"58518",1965-06-30,"blasdell","us","oval"
"20478",1998-12-16,"demotte (viewed from)","us","teardrop"
"23715",2011-12-30,"corydon","us","triangle"
"57178",2002-06-24,"walnut creek","us","unknown"
"87654",2011-09-04,"carrollton","us","unknown"
"27293",2012-01-04,"richfield","us","unknown"
"52842",1995-06-01,"austin","us","light"
"59731",2010-06-05,"topeka","us",""
"51082",2002-05-07,"mcminnville","us","disk"
